Code	Description	Class1	Class2	Class3
bk92.	*TEVETEN 400mg tablets	angiotension_receptor_blocker		
bk93.	TEVETEN 600mg tablets	angiotension_receptor_blocker		
bkB..	OLMESARTAN	angiotension_receptor_blocker		
bkB1.	OLMESARTAN MEDOXOMIL 10mg tablets	angiotension_receptor_blocker		
bkB2.	OLMESARTAN MEDOXOMIL 20mg tablets	angiotension_receptor_blocker		
bkB3.	OLMESARTAN MEDOXOMIL 40mg tablets	angiotension_receptor_blocker		
bkB4.	OLMETEC 10mg tablets	angiotension_receptor_blocker		
bkB5.	OLMETEC 20mg tablets	angiotension_receptor_blocker		
bkB6.	OLMETEC 40mg tablets	angiotension_receptor_blocker		
bkCx.	OLMESARTAN+HYDROCHLOROTHIAZIDE 40mg/12.5mg tablets	angiotension_receptor_blocker	thiazide_diuretic	
bkCy.	OLMESARTAN + HYDROCHLOROTHIAZIDE 20mg/25mg tablets	angiotension_receptor_blocker	thiazide_diuretic	
bkCz.	OLMESARTAN + HYDROCHLOROTHIAZIDE 20mg/12.5mg tablets	angiotension_receptor_blocker	thiazide_diuretic	
bkC..	HYDROCHLOROTHIAZIDE + OLMESARTAN	angiotension_receptor_blocker	thiazide_diuretic	
bkC1.	OLMETEC PLUS 20mg/12.5mg tablets	angiotension_receptor_blocker	thiazide_diuretic	
bkC2.	OLMETEC PLUS 20mg/25mg tablets	angiotension_receptor_blocker	thiazide_diuretic	
bkC3.	OLMETEC PLUS 40mg/12.5mg tablets	angiotension_receptor_blocker	thiazide_diuretic	
bkDx.	EXFORGE 10mg/160mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkDy.	EXFORGE 5mg/160mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkDz.	EXFORGE 5mg/80mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkD..	AMLODIPINE + VALSARTAN	angiotension_receptor_blocker	calcium_channel_blocker	
bkD1.	AMLODIPINE+VALSARTAN 5mg/80mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkD2.	AMLODIPINE+VALSARTAN 5mg/160mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkD3.	AMLODIPINE+VALSARTAN 10mg/160mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkHx.	OLMESARTAN MEDOXOMIL+AMLODIPINE 40mg/10mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkHy.	OLMESARTAN MEDOXOMIL+AMLODIPINE 40mg/5mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkHz.	OLMESARTAN MEDOXOMIL+AMLODIPINE 20mg/5mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkH..	OLMESARTAN+AMLODIPINE	angiotension_receptor_blocker	calcium_channel_blocker	
bkH1.	SEVIKAR 20mg/5mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkH2.	SEVIKAR 40mg/5mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkH3.	SEVIKAR 40mg/10mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	
bkI..	OLMESARTAN+AMLODIPINE+HYDROCHLOROTHIAZIDE	angiotension_receptor_blocker	calcium_channel_blocker	thiazide_diuretic
bkI1.	SEVIKAR HCT 20mg/5mg/12.5mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	thiazide_diuretic
bkI2.	SEVIKAR HCT 40mg/5mg/12.5mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	thiazide_diuretic
bkI3.	SEVIKAR HCT 40mg/10mg/12.5mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	thiazide_diuretic
bkI4.	SEVIKAR HCT 40mg/5mg/25mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	thiazide_diuretic
bkI5.	SEVIKAR HCT 40mg/10mg/25mg tablets	angiotension_receptor_blocker	calcium_channel_blocker	thiazide_diuretic
bkJ..	AZILSARTAN	angiotension_receptor_blocker		
bkJ1.	EDARBI 20mg tablets	angiotension_receptor_blocker		
bkJ2.	AZILSARTAN MEDOXOMIL 20mg tablets	angiotension_receptor_blocker		
bkJ3.	EDARBI 40mg tablets	angiotension_receptor_blocker		
bkJ4.	AZILSARTAN MEDOXOMIL 40mg tablets	angiotension_receptor_blocker		
bkJ5.	EDARBI 80mg tablets	angiotension_receptor_blocker		
bkJ6.	AZILSARTAN MEDOXOMIL 80mg tablets	angiotension_receptor_blocker		
bkL..	SACUBITRIL+VALSARTAN	angiotension_receptor_blocker		
bkL1.	ENTRESTO 24mg/26mg tablets	angiotension_receptor_blocker		
bkL2.	SACUBITRIL+VALSARTAN 24mg/26mg tablets	angiotension_receptor_blocker		
bkL3.	ENTRESTO 49mg/51mg tablets	angiotension_receptor_blocker		
bkL4.	SACUBITRIL+VALSARTAN 49mg/51mg tablets	angiotension_receptor_blocker		
bkL5.	ENTRESTO 97mg/103mg tablets	angiotension_receptor_blocker		
bkL6.	SACUBITRIL+VALSARTAN 97mg/103mg tablets	angiotension_receptor_blocker		
bl5a.	DILTIAZEM HYDROCHLORIDE 90mg m/r tablets	calcium_channel_blocker		
bl5b.	DILTIAZEM HYDROCHLORIDE 300mg m/r capsules	calcium_channel_blocker		
bl5c.	DILTIAZEM HYDROCHLORIDE 90mg m/r capsules	calcium_channel_blocker		
bl5d.	DILTIAZEM HYDROCHLORIDE 120mg m/r capsules	calcium_channel_blocker		
bl5e.	DILTIAZEM HYDROCHLORIDE 180mg m/r capsules	calcium_channel_blocker		
bl5f.	DILTIAZEM HYDROCHLORIDE 60mg m/r capsules	calcium_channel_blocker		
bl5g.	DILTIAZEM HYDROCHLORIDE 240mg m/r capsules	calcium_channel_blocker		
bl5h.	DILTIAZEM HYDROCHLORIDE 200mg m/r capsules	calcium_channel_blocker		
bl5i.	DILTIAZEM HYDROCHLORIDE+HYDROCHLOROTHIAZIDE 150mg/12.5mg m/r capsules	calcium_channel_blocker	thiazide_diuretic	
bl5j.	*ADIZEM-XL PLUS m/r capsules	calcium_channel_blocker		
bl5k.	*ANGIOZEM CR 90mg m/r tablets	calcium_channel_blocker		
bl5l.	DILCARDIA SR 60mg m/r capsules	calcium_channel_blocker		
bl5m.	*ANGIOZEM CR 120mg m/r tablets	calcium_channel_blocker		
bl5n.	ZEMTARD 300 XL m/r capsules	calcium_channel_blocker		
bl5o.	VIAZEM XL 120mg m/r capsules	calcium_channel_blocker		
bl5p.	VIAZEM XL 180mg m/r capsules	calcium_channel_blocker		
bl5q.	VIAZEM XL 240mg m/r capsules	calcium_channel_blocker		
bl5r.	VIAZEM XL 300mg m/r capsules	calcium_channel_blocker		
bl5s.	DILTIAZEM HYDROCHLORIDE 360mg m/r capsules	calcium_channel_blocker		
bl5t.	VIAZEM XL 360mg m/r capsules	calcium_channel_blocker		
bl5u.	*CALAZEM 60mg m/r tablets	calcium_channel_blocker		
bl5v.	DILCARDIA SR 90mg m/r capsules	calcium_channel_blocker		
bl5w.	DILCARDIA SR 120mg m/r capsules	calcium_channel_blocker		
bl5x.	ANGITIL XL 240 m/r capsules	calcium_channel_blocker		
bl5y.	ANGITIL XL 300 m/r capsules	calcium_channel_blocker		
bl5z.	DILTIAZEM HYDROCHLORIDE 60mg m/r tablets	calcium_channel_blocker		
bl51.	TILDIEM 60mg tablets	calcium_channel_blocker		
bl52.	*CALCICARD 60mg tablets	calcium_channel_blocker		
bl53.	*BRITIAZIM 60mg tablets	calcium_channel_blocker		
bl54.	ADIZEM-SR 120mg m/r tablets	calcium_channel_blocker		
bl55.	DILTIAZEM HYDROCHLORIDE 120mg m/r tablets	calcium_channel_blocker		
bl56.	*ANGIOZEM 60mg tablets	calcium_channel_blocker		
bl57.	*ADIZEM 60mg tablets	calcium_channel_blocker		
bl58.	TILDIEM RETARD 90mg m/r tablets	calcium_channel_blocker		
bl59.	TILDIEM RETARD 120mg m/r tablets	calcium_channel_blocker		
bl5A.	TILDIEM LA 300mg m/r capsules	calcium_channel_blocker		
bl5B.	ADIZEM-SR 90mg m/r capsules	calcium_channel_blocker		
bl5C.	ADIZEM-SR 120mg m/r capsules	calcium_channel_blocker		
bl5D.	ADIZEM-SR 180mg m/r capsules	calcium_channel_blocker		
bl5E.	ADIZEM-XL 300mg m/r capsules	calcium_channel_blocker		
bl5F.	DILZEM SR 60mg m/r capsules	calcium_channel_blocker		
bl5G.	DILZEM SR 90mg m/r capsules	calcium_channel_blocker		
bl5H.	DILZEM SR 120mg m/r capsules	calcium_channel_blocker		
bl5I.	ADIZEM-XL 240mg m/r capsules	calcium_channel_blocker		
bl5J.	ADIZEM-XL 180mg m/r capsules	calcium_channel_blocker		
bl5K.	ADIZEM-XL 120mg m/r capsules	calcium_channel_blocker		
bl5L.	DILZEM-XL 120mg m/r capsules	calcium_channel_blocker		
bl5M.	DILZEM-XL 180mg m/r capsules	calcium_channel_blocker		
bl5N.	DILZEM-XL 240mg m/r capsules	calcium_channel_blocker		
bl5O.	SLOZEM 120mg m/r capsules	calcium_channel_blocker		
bl5P.	SLOZEM 180mg m/r capsules	calcium_channel_blocker		
bl5Q.	SLOZEM 240mg m/r capsules	calcium_channel_blocker		
bl5R.	ANGITIL SR 90 m/r capsules	calcium_channel_blocker		
bl5S.	ANGITIL SR 120 m/r capsules	calcium_channel_blocker		
bl5T.	*METAZEM 60mg tablets	calcium_channel_blocker		
bl5U.	ANGITIL SR 180 m/r capsules	calcium_channel_blocker		
bl5V.	*CALCICARD CR 90mg m/r tablets	calcium_channel_blocker		
bl5W.	*CALCICARD CR 120mg m/r tabs	calcium_channel_blocker		
bl5X.	KENTIAZEM 60mg m/r capsules	calcium_channel_blocker		
bl5Y.	*OPTIL 60mg m/r tablets	calcium_channel_blocker		
bl5Z.	TILDIEM LA 200mg m/r capsules	calcium_channel_blocker		
bl7w.	NICARDIPINE 45mg m/r capsules	calcium_channel_blocker		
bl7x.	NICARDIPINE 30mg m/r capsules	calcium_channel_blocker		
bl7y.	NICARDIPINE 20mg capsules	calcium_channel_blocker		
bl7z.	NICARDIPINE 30mg capsules	calcium_channel_blocker		
bl7..	NICARDIPINE HYDROCHLORIDE	calcium_channel_blocker		
bl71.	CARDENE 20mg capsules	calcium_channel_blocker		
bl72.	CARDENE 30mg capsules	calcium_channel_blocker		
bl73.	CARDENE SR 30mg m/r capsules	calcium_channel_blocker		
bl74.	CARDENE SR 45mg m/r capsules	calcium_channel_blocker		
bl75.	NICARDIPINE 10mg/10mL solution for injection	calcium_channel_blocker		
bl8a.	*VASAD 10mg capsules	calcium_channel_blocker		
bl8b.	*CALCILAT 10mg capsules	calcium_channel_blocker		
bl8c.	*CALCIPINE 5mg capsules	calcium_channel_blocker		
bl8d.	*CALCIPINE 10mg capsules	calcium_channel_blocker		
bl8e.	CORACTEN SR 20mg m/r capsules	calcium_channel_blocker		
bl8f.	*ANGIOPINE 5mg capsules	calcium_channel_blocker		
bl8g.	*ANGIOPINE 10mg capsules	calcium_channel_blocker		
bl8h.	*NIFENSAR XL 20mg m/r tablets	calcium_channel_blocker		
bl8i.	ADALAT LA 30mg m/r tablets	calcium_channel_blocker		
bl8j.	ADALAT LA 60mg m/r tablets	calcium_channel_blocker		
bl8k.	CORACTEN SR 10mg m/r capsules	calcium_channel_blocker		
bl8l.	*CARDILATE MR 20mg m/r tablets	calcium_channel_blocker		
bl8m.	*ANGIOPINE MR 20mg tablets	calcium_channel_blocker		
bl8n.	*NIFELEASE 20mg m/r tablets	calcium_channel_blocker		
bl8o.	*CALANIF 10mg capsules	calcium_channel_blocker		
bl8p.	*CALANIF 5mg capsules	calcium_channel_blocker		
bl8q.	*HYPOLAR RETARD 20 m/r tablets	calcium_channel_blocker		
bl8r.	*NIFEDOTARD 20MR m/r tablets	calcium_channel_blocker		
bl8s.	*CORODAY MR 20mg m/r tablets	calcium_channel_blocker		
bl8t.	NIFOPRESS RETARD 20mg m/r tablets	calcium_channel_blocker		
bl8u.	NIFEDIPINE 10mg m/r capsules	calcium_channel_blocker		
bl8v.	NIFEDIPINE 20mg m/r capsules	calcium_channel_blocker		
bl8w.	NIFEDIPINE 10mg m/r tablets	calcium_channel_blocker		
bl8x.	NIFEDIPINE 30mg m/r tablets	calcium_channel_blocker		
bl8y.	NIFEDIPINE 60mg m/r tablets	calcium_channel_blocker		
bl8z.	NIFEDIPINE 20mg m/r tablets	calcium_channel_blocker		
bl8..	NIFEDIPINE	calcium_channel_blocker		
bl81.	ADALAT 5mg capsules	calcium_channel_blocker		
bl82.	ADALAT 10mg capsules	calcium_channel_blocker		
bl83.	ADALAT RETARD 20mg m/r tablets	calcium_channel_blocker		
bl84.	ADALAT RETARD 10mg m/r tablets	calcium_channel_blocker		
bl85.	NIFEDIPINE 5mg capsules	calcium_channel_blocker		
bl86.	NIFEDIPINE 10mg capsules	calcium_channel_blocker		
bl87.	ADALAT-IC 200micrograms/2mL injection	calcium_channel_blocker		
bl88.	NIFEDIPINE-IC 200micrograms/2mL injection	calcium_channel_blocker		
bl89.	*VASAD 5mg capsules	calcium_channel_blocker		
bl8A.	ADIPINE MR 20 m/r tablets	calcium_channel_blocker		
bl8B.	ADIPINE MR 10 m/r tablets	calcium_channel_blocker		
bl8C.	*UNIPINE XL 30mg m/r tablets	calcium_channel_blocker		
bl8D.	*NIMODREL MR 10 m/r tablets	calcium_channel_blocker		
bl8E.	*NIMODREL MR 20 m/r tablets	calcium_channel_blocker		
bl8F.	NIFEDIPINE 40mg m/r tablets	calcium_channel_blocker		
bl8G.	*ANGIOPINE 40 LA m/r tablets	calcium_channel_blocker		
bl8H.	*CARDILATE MR 10mg m/r tablets	calcium_channel_blocker		
bl8J.	TENSIPINE MR 10 m/r tablets	calcium_channel_blocker		
bl8K.	TENSIPINE MR 20 m/r tablets	calcium_channel_blocker		
bl8L.	FORTIPINE LA40 m/r tablets	calcium_channel_blocker		
bl8M.	ADALAT LA 20mg m/r tablets	calcium_channel_blocker		
bl8O.	*SLOFEDIPINE 20mg m/r tablets	calcium_channel_blocker		
bl8P.	*ANGIOPINE MR 10mg m/r tablets	calcium_channel_blocker		
bl8Q.	GENALAT RETARD 10mg m/r tablets	calcium_channel_blocker		
bl8R.	GENALAT RETARD 20mg m/r tablets	calcium_channel_blocker		
bl8S.	NIFEDIPRESS MR 10 m/r tablets	calcium_channel_blocker		
bl8T.	NIVATEN RETARD 10mg m/r tablets	calcium_channel_blocker		
bl8U.	NIFEDIPRESS MR 20 m/r tablets	calcium_channel_blocker		
bl8V.	NIFEDIPINE 30mg m/r capsules	calcium_channel_blocker		
bl8W.	NIFEDIPINE 60mg m/r capsules	calcium_channel_blocker		
bl8X.	CORACTEN XL 30mg m/r capsules	calcium_channel_blocker		
bl8Y.	CORACTEN XL 60mg m/r capsules	calcium_channel_blocker		
bl8Z.	NIVATEN RETARD 20mg m/r tablets	calcium_channel_blocker		
bl9z.	*PRENYLAMINE 60mg tablets	calcium_channel_blocker		
bl9..	*PRENYLAMINE	calcium_channel_blocker		
bl91.	*SYNADRIN 60mg tablets	calcium_channel_blocker		
bla..	ISRADIPINE	calcium_channel_blocker		
bla1.	ISRADIPINE 2.5mg tablets	calcium_channel_blocker		
bla2.	*PRESCAL 2.5mg tablets	calcium_channel_blocker		
blb..	AMLODIPINE	calcium_channel_blocker		
blb1.	AMLODIPINE 5mg tablets	calcium_channel_blocker		
blb2.	AMLODIPINE 10mg tablets	calcium_channel_blocker		
blb3.	ISTIN 5mg tablets	calcium_channel_blocker		
blb4.	ISTIN 10mg tablets	calcium_channel_blocker		
blb5.	*AMLOSTIN 5mg tablets	calcium_channel_blocker		
blb6.	*AMLOSTIN 10mg tablets	calcium_channel_blocker		
blb7.	AMLODIPINE 1mg/mL oral solution	calcium_channel_blocker		
blb8.	AMLODIPINE 2mg/mL oral solution	calcium_channel_blocker		
blca.	FELOTENS XL 5mg m/r tablets	calcium_channel_blocker		
blcb.	FELOTENS XL 10mg m/r tablets	calcium_channel_blocker		
blcc.	FELOGEN XL 5mg m/r tablets	calcium_channel_blocker		
blcd.	FELENDIL XL 5mg m/r tablets	calcium_channel_blocker		
blce.	FELENDIL XL 10mg m/r tablets	calcium_channel_blocker		
blcf.	KELOC SR 5mg m/r tablets	calcium_channel_blocker		
blcg.	KELOC SR 10mg m/r tablets	calcium_channel_blocker		
blch.	FELOGEN XL 10mg m/r tablets	calcium_channel_blocker		
blci.	VASCALPHA 5mg m/r tablets	calcium_channel_blocker		
blcj.	VASCALPHA 10mg m/r tablets	calcium_channel_blocker		
blck.	CARDIOPLEN XL 5mg m/r tablets	calcium_channel_blocker		
blcl.	CARDIOPLEN XL 10mg m/r tablets	calcium_channel_blocker		
blcm.	NEOFEL XL 5mg m/r tablets	calcium_channel_blocker		
blcn.	NEOFEL XL 10mg m/r tablets	calcium_channel_blocker		
blco.	PARMID XL 5mg m/r tablets	calcium_channel_blocker		
blcp.	PARMID XL 10mg m/r tablets	calcium_channel_blocker		
blcq.	PINEFELD XL 10mg m/r tablets	calcium_channel_blocker		
blcr.	CARDIOPLEN XL 2.5mg m/r tablets	calcium_channel_blocker		
blcs.	NEOFEL XL 2.5mg m/r tablets	calcium_channel_blocker		
blct.	FELOTENS XL 2.5mg m/r tablets	calcium_channel_blocker		
blc..	FELODIPINE	calcium_channel_blocker		
blc1.	FELODIPINE 5mg m/r tablets	calcium_channel_blocker		
blc2.	FELODIPINE 10mg m/r tablets	calcium_channel_blocker		
blc3.	PLENDIL 5mg m/r tablets	calcium_channel_blocker		
blc4.	PLENDIL 10mg m/r tablets	calcium_channel_blocker		
blc5.	FELODIPINE 2.5mg m/r tablets	calcium_channel_blocker		
blc6.	PLENDIL 2.5mg m/r tablets	calcium_channel_blocker		
blc7.	CABREN 2.5mg m/r tablets	calcium_channel_blocker		
blc8.	CABREN 5mg m/r tablets	calcium_channel_blocker		
blc9.	CABREN 10mg m/r tablets	calcium_channel_blocker		
ble..	LACIDIPINE	calcium_channel_blocker		
ble1.	LACIDIPINE 2mg tablets	calcium_channel_blocker		
ble2.	LACIDIPINE 4mg tablets	calcium_channel_blocker		
ble3.	MOTENS 2mg tablets	calcium_channel_blocker		
ble4.	MOTENS 4mg tablets	calcium_channel_blocker		
ble5.	MOLAP 4mg tablets	calcium_channel_blocker		
blg..	NISOLDIPINE	calcium_channel_blocker		
blg1.	*NISOLDIPINE 10mg m/r tablets	calcium_channel_blocker		
blg2.	*NISOLDIPINE 20mg m/r tablets	calcium_channel_blocker		
blg3.	*NISOLDIPINE 30mg m/r tablets	calcium_channel_blocker		
blg4.	*SYSCOR MR 10mg m/r tablets	calcium_channel_blocker		
blg5.	*SYSCOR MR 20mg m/r tablets	calcium_channel_blocker		
blg6.	*SYSCOR MR 30mg m/r tablets	calcium_channel_blocker		
blh..	LERCANIDIPINE HYDROCHLORIDE	calcium_channel_blocker		
blh1.	LERCANIDIPINE HYDROCHLORIDE 10mg tablets	calcium_channel_blocker		
blh2.	ZANIDIP 10mg tablets	calcium_channel_blocker		
blh3.	LERCANIDIPINE HYDROCHLORIDE 20mg tablets	calcium_channel_blocker		
blh4.	ZANIDIP 20mg tablets	calcium_channel_blocker		
bli..	MIBEFRADIL	calcium_channel_blocker		
bli1.	*MIBEFRADIL 50mg tablets	calcium_channel_blocker		
bli2.	*MIBEFRADIL 100mg tablets	calcium_channel_blocker		
bli3.	*POSICOR 50mg tablets	calcium_channel_blocker		
bli4.	*POSICOR 100mg tablets	calcium_channel_blocker		
blja.	DILTIAZEM HYDROCHLORIDE XL 300mg m/r capsules	calcium_channel_blocker		
bljb.	RETALZEM MR 60mg m/r tablets	calcium_channel_blocker		
bljc.	UARD 120XL m/r capsules	calcium_channel_blocker		
bljd.	UARD 180XL m/r capsules	calcium_channel_blocker		
blje.	UARD 240XL m/r capsules	calcium_channel_blocker		
bljf.	UARD 300XL m/r capsules	calcium_channel_blocker		
blj..	DILTIAZEM HYDROCHLORIDE 2	calcium_channel_blocker		
blj1.	ZEMTARD 120 XL m/r capsules	calcium_channel_blocker		
blj2.	ZEMTARD 180 XL m/r capsules	calcium_channel_blocker		
blj3.	ZEMTARD 240 XL m/r capsules	calcium_channel_blocker		
blj4.	*OPTIL SR 90 m/r capsules	calcium_channel_blocker		
blj5.	*OPTIL SR 120 m/r capsules	calcium_channel_blocker		
blj6.	*OPTIL SR 180 m/r capsules	calcium_channel_blocker		
blj7.	*OPTIL XL 240 m/r capsules	calcium_channel_blocker		
blj8.	*OPTIL XL 300 m/r capsules	calcium_channel_blocker		
blj9.	DILCARDIA XL 120mg m/r capsules	calcium_channel_blocker		
bljA.	DILCARDIA XL 180mg m/r capsules	calcium_channel_blocker		
bljB.	DILCARDIA XL 240mg m/r capsules	calcium_channel_blocker		
bljC.	BI-CARZEM SR 60mg m/r capsules	calcium_channel_blocker		
bljD.	BI-CARZEM SR 90mg m/r capsules	calcium_channel_blocker		
bljE.	BI-CARZEM SR 120mg m/r capsules	calcium_channel_blocker		
bljF.	*ZILDIL SR 60mg m/r capsules	calcium_channel_blocker		
bljG.	*ZILDIL SR 90mg m/r capsules	calcium_channel_blocker		
bljH.	*ZILDIL SR 120mg m/r capsules	calcium_channel_blocker		
bljJ.	SLOZEM 300mg m/r capsules	calcium_channel_blocker		
bljK.	BI-CARZEM XL 300mg m/r capsules	calcium_channel_blocker		
bljL.	BI-CARZEM XL 240mg m/r capsules	calcium_channel_blocker		
bljM.	ZEMRET 180 XL m/r capsules	calcium_channel_blocker		
bljN.	ZEMRET 240 XL m/r capsules	calcium_channel_blocker		
bljO.	ZEMRET 300 XL m/r capsules	calcium_channel_blocker		
bljP.	ADIZEM-XL 200mg m/r capsules	calcium_channel_blocker		
bljQ.	*DISOGRAM SR 60mg m/r capsules	calcium_channel_blocker		
bljR.	*DISOGRAM SR 90mg m/r capsules	calcium_channel_blocker		
bljS.	DISOGRAM SR 120mg m/r capsules	calcium_channel_blocker		
bljT.	DISOGRAM SR 180mg m/r capsules	calcium_channel_blocker		
bljU.	DISOGRAM SR 240mg m/r capsules	calcium_channel_blocker		
bljV.	DISOGRAM SR 300mg m/r capsules	calcium_channel_blocker		
bljW.	*HORIZEM SR 90mg m/r capsules	calcium_channel_blocker		
bljX.	*HORIZEM SR 120mg m/r capsules	calcium_channel_blocker		
bljY.	DILTIAZEM HYDROCHLORIDE XL 180mg m/r capsules	calcium_channel_blocker		
bljZ.	DILTIAZEM HYDROCHLORIDE XL 240mg m/r capsules	calcium_channel_blocker		
blla.	HYPOLAR RETARD 10mg m/r tablets	calcium_channel_blocker		
bllb.	VALNI 20 RETARD 20mg m/r tablets	calcium_channel_blocker		
bllc.	ADIPINE XL 30mg m/r tablets	calcium_channel_blocker		
blld.	ADIPINE XL 60mg m/r tablets	calcium_channel_blocker		
blle.	NIMODREL XL 60mg tablets	calcium_channel_blocker		
bllf.	NIMODREL XL 30mg tablets	calcium_channel_blocker		
bllg.	VALNI XL 30mg m/r tablets	calcium_channel_blocker		
bllh.	VALNI XL 60mg m/r tablets	calcium_channel_blocker		
blli.	NIDEF 30mg m/r tablets	calcium_channel_blocker		
bllj.	NIDEF 60mg m/r tablets	calcium_channel_blocker		
bllk.	ADANIF XL 30mg m/r tablets	calcium_channel_blocker		
blll.	ADANIF XL 60mg m/r tablets	calcium_channel_blocker		
bll..	NIFEDIPINE [2]	calcium_channel_blocker		
bll1.	SLOFEDIPINE XL 30mg m/r tablets	calcium_channel_blocker		
bll2.	SLOFEDIPINE XL 60mg m/r tablets	calcium_channel_blocker		
bll3.	*ADIPINE LA 30 m/r tablets	calcium_channel_blocker		
bll4.	*ADIPINE LA 60 m/r tablets	calcium_channel_blocker		
bll5.	HYPOLAR XL 30 m/r tablets	calcium_channel_blocker		
bll6.	CALCHAN MR 20mg m/r tablets	calcium_channel_blocker		
bll7.	CALCHAN MR 10mg m/r tablets	calcium_channel_blocker		
bll8.	KENTIPINE MR 10mg m/r tablets	calcium_channel_blocker		
bll9.	KENTIPINE MR 20mg m/r tablets	calcium_channel_blocker		
bp5..	XAMOTEROL [SYMPATHOMIMETIC]	beta_blocker		
bp51.	*XAMOTEROL 200mg tablets	beta_blocker		
bp52.	*CORWIN 200mg tablets	beta_blocker		
